AcresBurned,Counties,Latitude,Longitude,Date
173.0,Riverside,0.0,0.0,2016-07-12
169.0,Placer,38.8390117,-121.3090268,2016-05-17
158.0,Fresno,36.84479,-119.34487,2016-09-03
156.0,Los Angeles,34.275999999999996,-118.354,2016-05-23
151.0,Fresno,0.0,0.0,2016-04-28
150.0,Del Norte,37.75972,-120.02962600000001,2016-09-13
150.0,Orange,33.6542,-117.5221,2016-08-31
150.0,San Luis Obispo,35.619609999999994,-120.39993,2016-05-10
147.0,San Joaquin,37.62215,-121.36665,2016-08-20
145.0,Fresno,36.14161,-120.62048,2016-07-04
140.0,Stanislaus,0.0,0.0,2016-08-04
139.0,Riverside,33.476894,-117.140883,2016-06-04
138.0,Kern,35.607479999999995,-118.94811000000001,2016-07-15
132.0,Fresno,36.787690000000005,-119.38248,2016-05-15
130.0,Butte,39.4403,-121.42647,2016-09-22
123.0,Fresno,37.0099,-119.5792,2016-07-15
122.0,Mono,0.0,0.0,2016-08-05
120.0,Stanislaus,37.17072,-121.42238,2016-06-07
114.0,Santa Clara,37.41896,-121.79668999999998,2016-07-30
112.0,Butte,39.595,-121.6008,2016-06-20
103.0,Madera,37.256009999999996,-119.65776000000001,2016-07-04
100.0,Shasta,40.0,-121.93923000000001,2016-09-25
100.0,Santa Clara,0.0,0.0,2016-08-17
100.0,Kern,35.24504,-118.60343999999999,2016-08-04
100.0,Stanislaus,0.0,0.0,2016-08-03
100.0,Monterey,35.85093,-120.81081,2016-07-22
100.0,San Diego,32.9612,-116.7945,2016-07-18
95.0,San Benito,5487.0,-120.841536,2016-07-09
91.0,Butte,39.33035,-121.78973,2016-05-27
88.0,Butte,39.79547,-121.71661999999999,2016-08-26
88.0,Tehama,40.07846,-122.2071,2016-07-01
88.0,Placer,38.86804,-121.37704,2016-06-21
87.0,Sacramento,38.517771999999994,-121.103642,2016-07-10
86.0,San Luis Obispo,35.70821,-120.82266000000001,2016-06-27
85.0,Madera,37.3228,-119.7738,2016-08-04
85.0,Tuolumne,37.927613,-120.52883600000001,2016-05-30
84.0,Yolo,38.8866,-122.04726000000001,2016-07-15
83.0,Calaveras,0.0,0.0,2016-06-15
83.0,San Benito,36.499140000000004,-121.04993,2016-06-12
80.0,Tehama,40.19611,-122.26736000000001,2016-08-03
80.0,Madera,0.0,0.0,2016-07-21
80.0,Tehama,39.7947,-121.85700000000001,2016-06-11
78.0,Ventura,36.92244,-119.39618999999999,2016-07-13
75.0,Shasta,40.68192,-122.4096,2016-09-10
70.0,Fresno,36.6543,-119.5327,2016-09-23
70.0,Monterey,36.2833,-121.3306,2016-06-18
70.0,San Diego,33.41639,-117.08828999999999,2016-05-31
69.0,Lake,39.0863,-122.7891,2016-07-19
65.0,Napa,38.40958,-122.43172,2016-10-10
61.0,Kern,35.77135,-120.251,2016-06-11
57.0,Solano,38.33475,-122.02564,2016-07-22
57.0,Calaveras,37.98171,-120.64241000000001,2016-07-21
56.0,Siskiyou,0.0,0.0,2016-05-19
52.0,Monterey,36.1934,-120.9293,2016-06-23
50.0,Mendocino,39.7299,-123.5044,2016-09-10
50.0,San Bernardino,34.3183,-117.3189,2016-09-07
50.0,El Dorado,38.79549,-121.00299,2016-07-22
50.0,Ventura,0.0,0.0,2016-04-28
49.0,Butte,39.43351,-121.6051,2016-06-21
47.0,Nevada,39.20427,-121.05948000000001,2016-09-17
47.0,Orange,33.578720000000004,-117.77395,2016-06-26
45.0,Amador,38.5212,-120.8416,2016-09-23
45.0,Lake,36.099740000000004,-120.51057,2016-08-09
45.0,Ventura,34.27619,-118.63264,2016-07-01
43.0,Tehama,39.93965,-122.40142,2016-06-21
43.0,Kern,0.0,0.0,2016-05-30
42.0,Lassen,0.0,0.0,2016-07-30
40.0,Sacramento,38.558,-121.1309,2016-09-11
40.0,Riverside,0.0,0.0,2016-08-28
40.0,Contra Costa,38.012640000000005,-122.1885,2016-07-24
38.0,Nevada,39.39051,-120.51886999999999,2016-09-07
38.0,Madera,37.24006,-119.4741,2016-07-29
36.0,Mendocino,39.8748511,-123.42670109999999,2016-08-30
36.0,Lake,38.68403,-122.26015,2016-08-09
35.0,San Diego,33.22558,-117.14546999999999,2016-08-10
35.0,Shasta,40.61213,-122.47091,2016-08-09
35.0,Butte,0.0,0.0,2016-07-28
35.0,Calaveras,37.96311,-120.67335,2016-07-12
33.0,Calaveras,38.22017,-120.8678,2016-06-27
32.0,Siskiyou,41.6314,-122.7933,2016-09-12
32.0,Tuolumne,37.81434,-120.69521,2016-07-30
32.0,Sacramento,38.3131,-121.06452,2016-06-03
30.0,Butte,39.8851,-121.6998,2016-09-16
30.0,Inyo,36.58972,-118.15588999999999,2016-07-01
30.0,San Benito,36.80296,-121.40303999999999,2016-06-03
30.0,Butte,39.624016999999995,-121.59509299999999,2016-05-29
30.0,Merced,37.2171,-121.08036000000001,2016-04-24
28.0,San Diego,33.254355,-117.158475,2016-11-13
28.0,San Diego,33.00056,-116.9571,2016-07-22
26.0,Amador,38.2581,-120.8657,2016-08-05
26.0,Siskiyou,41.961909999999996,-122.59328000000001,2016-07-19
25.0,Santa Clara,37.11831,-121.69783999999999,2016-09-01
25.0,Santa Clara,37.06531,-121.68576999999999,2016-08-12
25.0,El Dorado,0.0,0.0,2016-08-06
25.0,Lake,0.0,0.0,2016-07-29
25.0,El Dorado,38.64107,-120.6955,2016-06-03
25.0,Monterey,35.8378273,-121.0381507,2016-05-12
24.0,Shasta,40.61388,-122.46777,2016-06-11
23.0,Humboldt,40.4572,-124.05803999999999,2016-08-11
23.0,Siskiyou,41.71847,-122.36923999999999,2016-07-21
21.0,Humboldt,40.9878,-123.77832,2016-08-12
20.0,San Bernardino,34.25858,-117.4415,2016-09-03
20.0,Lake,39.1408865,-122.9148951,2016-08-30
20.0,Ventura,0.0,0.0,2016-05-12
19.0,Amador,0.0,0.0,2016-08-30
15.0,Ventura,33.11645,-116.58542,2016-07-11
11.0,Tehama,0.0,0.0,2016-07-25
11.0,Shasta,0.0,0.0,2016-05-25
10.0,Tulare,36.217,-118.551,2016-10-20
0.0,Alpine,38.575540000000004,-120.00606,2016-08-18
0.0,Los Angeles,0.0,0.0,2016-07-22
0.0,San Luis Obispo,35.01382,-119.58206000000001,2016-06-04
0.0,Los Angeles,0.0,0.0,2016-06-04
0.0,Tulare,35.84883,-118.08591000000001,2016-06-01
0.0,Los Angeles,34.6888731,-118.78925929999998,2016-04-19
281893.0,Santa Barbara,34.415209999999995,-119.09123999999998,2017-12-04
281893.0,Ventura,34.415209999999995,-119.09123999999998,2017-12-04
83733.0,Lassen,40.07045,-120.14013,2017-07-11
83120.0,Modoc,0.0,0.0,2017-07-24
81826.0,Mariposa,37.61757,-120.21321,2017-07-16
78698.0,Siskiyou,41.841,-123.47399999999999,2017-08-15
56556.0,Napa,38.4041,-122.5209,2017-10-08
56556.0,Sonoma,38.4041,-122.5209,2017-10-08
51624.0,Napa,38.39206,-122.24367,2017-10-08
51624.0,Solano,38.39206,-122.24367,2017-10-08
48889.0,Kings,35.93273,-120.20013999999999,2017-07-09
39715.0,Siskiyou,42.038999999999994,-123.21799999999999,2017-08-14
36807.0,Napa,38.60895,-122.62879,2017-10-08
36807.0,Sonoma,38.60895,-122.62879,2017-10-08
36556.0,Tulare,36.15356,-118.74103000000001,2017-08-29
36523.0,Mendocino,39.24873,-123.16635,2017-10-08
28687.0,San Luis Obispo,35.0179,-120.3223,2017-07-06
27276.0,Siskiyou,41.59,-123.501,2017-07-26
21846.0,Trinity,40.76025,-123.10003,2017-08-30
18900.0,Tulare,36.27138,-118.48555,2017-09-27
18618.0,Lassen,40.69573,-119.93498999999998,2017-08-30
18430.0,Santa Barbara,34.550959999999996,-119.9494,2017-07-08
17357.0,Sonoma,38.76549,-122.90938999999999,2017-10-09
16031.0,Tulare,0.0,0.0,2017-06-24
15619.0,Los Angeles,34.31283,-118.35863,2017-12-05
13417.0,Trinity,40.2275,-123.03583,2017-09-12
12407.0,Madera,37.44663,-119.64622,2017-08-29
10343.0,Fresno,36.12089,-120.37116,2017-05-18
9989.0,Yuba,39.321979999999996,-121.4021,2017-10-08
9217.0,Orange,33.87041,-117.70975,2017-10-09
8925.0,Mono,38.655,-119.55425,2017-08-29
8417.0,Butte,39.624959999999994,-121.52966,2017-10-08
8094.0,Mariposa,37.644,-119.618,2017-08-01
7697.0,Modoc,41.466,-120.321,2017-08-03
7194.0,Los Angeles,34.22957,-118.2674,2017-09-01
7000.0,Mariposa,37.538000000000004,-119.598,2017-08-14
6309.0,Riverside,33.530045,-116.594422,2017-06-26
6151.0,Butte,39.39455,-121.40613,2017-10-09
6049.0,Los Angeles,34.45283,-118.58188,2017-12-05
6042.0,Lassen,40.43962,-120.22215,2017-08-29
6033.0,Butte,39.453520000000005,-121.41221999999999,2017-07-07
5738.0,Fresno,36.07228,-120.26561000000001,2017-04-20
5247.0,Stanislaus,38.329,-119.78200000000001,2017-07-31
4736.0,Trinity,40.175979999999996,-123.36882,2017-08-07
4310.0,Plumas,39.9034,-120.9761,2017-07-29
4100.0,San Diego,33.3237,-117.163,2017-12-07
4016.0,Butte,39.577009999999994,-121.30208999999999,2017-08-29
3874.0,Riverside,33.974709999999995,-117.09983999999999,2017-09-02
3142.0,Siskiyou,41.853,-123.676,2017-08-07
2940.0,Kern,35.77896,-118.89627,2017-07-07
2662.0,Orange,33.8668,-117.68598,2017-09-25
2575.0,Plumas,39.75312,-120.75485,2017-09-05
2312.0,Kings,36.05187,-120.05403999999999,2017-08-24
2295.0,Tulare,36.257,-118.296,2017-08-02
2289.0,Tulare,36.0226,-118.94252,2017-07-30
2269.0,Yolo,38.49521,-122.0251,2017-07-06
2207.0,Lake,39.013870000000004,-122.64543,2017-10-08
2056.0,San Diego,32.65597,-116.80527,2017-05-20
1868.0,Sonoma,0.0,0.0,2017-10-09
1816.0,Monterey,35.86949,-120.57893999999999,2017-07-08
1816.0,San Luis Obispo,35.86949,-120.57893999999999,2017-07-08
1800.0,Merced,36.96655,-120.89261,2017-05-12
1749.0,Stanislaus,38.12,-119.941,2017-09-03
1660.0,Sonoma,38.14242,-122.47301000000002,2017-10-09
1649.0,Fresno,35.959109999999995,-120.55578999999999,2017-07-17
1626.0,Kern,35.59904,-119.08312,2017-07-06
1598.0,San Luis Obispo,35.4025,-120.4992,2017-06-26
1538.0,Fresno,36.269125,-120.620791,2017-07-02
1522.0,Kern,35.53456,-118.66733,2017-06-18
1503.0,San Bernardino,34.2976,-116.82600000000001,2017-06-19
1431.0,Madera,37.0825,-119.8011,2017-06-10
1350.0,Kern,35.543,-118.654,2017-07-30
1350.0,Riverside,34.00566,-117.30693000000001,2017-04-30
1319.0,Kern,35.76,-118.406,2017-09-01
1286.0,Sacramento,38.5181,-121.104,2017-07-26
1200.0,Kern,35.382979999999996,-118.80123,2017-06-30
1088.0,San Diego,33.402411,-117.402445,2017-10-17
1083.0,Kern,34.94373,-119.44751000000001,2017-07-18
1044.0,Riverside,33.98212,-117.30819,2017-08-13
1035.0,Madera,37.216159999999995,-119.48066999999999,2017-09-03
1020.0,Plumas,39.75371,-120.1397,2017-08-06
1000.0,San Diego,33.34988,-117.39818000000001,2017-05-25
995.0,Shasta,40.98352,-121.81623,2017-09-12
976.0,Fresno,36.530836,-120.20659199999999,2017-04-28
900.0,Mendocino,39.30125,-123.28825,2017-07-16
867.0,Yuba,39.1234,-121.32956999999999,2017-08-20
866.0,Riverside,33.602470000000004,-117.34192,2017-10-26
859.0,Lassen,39.888000000000005,-120.066,2017-08-06
821.0,Nevada,39.245490000000004,-121.12791999999999,2017-10-09
800.0,Los Angeles,34.55607,-118.60703000000001,2017-06-17
775.0,San Luis Obispo,35.7908,-120.77485,2017-08-11
760.0,Los Angeles,34.37443,-118.49343,2017-06-25
747.0,Sierra,39.439721999999996,-120.027222,2017-07-10
690.0,Tuolumne,37.905545000000004,-120.40813500000002,2017-07-29
680.0,Mariposa,37.37397,-119.83556000000002,2017-09-03
670.0,San Bernardino,34.14575,-117.17813000000001,2017-06-27
630.0,Mariposa,37.3762,-119.9646,2017-06-28
562.0,Modoc,41.85763,-121.29581,2017-06-28
545.0,Riverside,33.950359999999996,-116.88066,2017-08-14
530.0,Lassen,41.119890000000005,-120.74968,2017-08-06
506.0,Kern,35.4605,-118.85896000000001,2017-05-20
486.0,San Diego,33.3906,-117.32348,2017-05-19
469.0,Siskiyou,41.3975,-122.8428,2017-07-05
460.0,San Luis Obispo,35.40357,-120.28036999999999,2017-08-02
460.0,San Bernardino,34.09773,-117.10566999999999,2017-07-14
450.0,Fresno,36.616986,-120.36934699999999,2017-06-11
444.0,Santa Barbara,34.67403,-120.4393,2017-09-29
429.0,Madera,37.14624,-120.01550900000001,2017-09-18
426.0,El Dorado,38.848,-120.287,2017-10-13
422.0,Los Angeles,34.09454,-118.48178,2017-12-06
416.0,Tulare,36.22265,-119.06598000000001,2017-07-20
410.0,Modoc,41.72163,-121.30451000000001,2017-07-13
400.0,San Diego,32.84796,-116.85396000000001,2017-07-11
400.0,Fresno,36.45491,-120.2445,2017-05-10
392.0,Nevada,39.34292,-121.12003999999999,2017-08-30
391.0,Santa Cruz,37.18356,-122.07011999999999,2017-10-16
380.0,Modoc,41.167159999999996,-120.58341999999999,2017-04-03
370.0,Mono,38.46111,-119.48284,2017-11-13
370.0,Contra Costa,38.02929,-122.25544,2017-07-08
357.0,Fresno,36.27306,-120.65185,2017-06-23
340.0,San Luis Obispo,35.42433,-120.47322,2017-07-09
339.0,Tulare,36.458090000000006,-118.87676,2017-06-07
338.0,Kern,34.92907,-118.9267,2017-08-10
325.0,San Bernardino,34.084920000000004,-117.03826000000001,2017-08-03
319.0,Del Norte,41.478,-123.506,2017-07-19
300.0,Riverside,33.59257,-117.14979,2017-12-07
288.0,Kern,35.41283,-118.84466,2017-05-15
260.0,San Bernardino,34.16564,-117.33333999999999,2017-12-05
255.0,San Diego,33.34659,-116.66107,2017-07-22
245.0,San Luis Obispo,35.122690000000006,-120.39386999999999,2017-09-20
237.0,Fresno,36.24653,-120.31598000000001,2017-09-19
236.0,El Dorado,38.538332000000004,-121.039267,2017-07-30
231.0,Contra Costa,37.87808,-121.78676999999999,2017-07-08
225.0,Mariposa,37.4591,-119.921,2017-07-02
225.0,San Luis Obispo,35.34541,-120.76463999999999,2017-05-18
225.0,San Luis Obispo,35.21177,-119.87525,2017-05-15
206.0,Kern,35.598040000000005,-118.47939,2017-06-10
205.0,Riverside,33.853229999999996,-117.48195,2017-07-04
200.0,Lake,39.44543,-122.85193999999998,2017-09-12
200.0,Alameda,37.725429999999996,-121.90516000000001,2017-08-22
200.0,San Diego,32.65003,-116.42907,2017-08-21
200.0,Riverside,33.689091999999995,-117.396404,2017-07-31
194.0,Tehama,40.02261,-121.91425,2017-10-26
190.0,Santa Barbara,34.9465,-119.8036,2017-05-20
186.0,Plumas,39.9864,-120.89746000000001,2017-08-20
186.0,Fresno,36.704679,-120.405077,2017-06-11
184.0,Kern,35.3091,-118.70100000000001,2017-10-15
183.0,Kern,35.19008,-118.76151999999999,2017-10-12
180.0,Shasta,40.471059999999994,-122.43608,2017-07-18
170.0,San Bernardino,34.412040000000005,-117.03031000000001,2017-07-23
168.0,Riverside,33.87679,-117.00258000000001,2017-08-19
168.0,Sierra,39.711009999999995,-120.02325,2017-06-19
166.0,Butte,39.37192,-121.53865,2017-07-10
157.0,Lassen,40.80968,-120.48641,2017-08-26
157.0,Madera,37.127590000000005,-120.0193,2017-06-07
155.0,Alameda,37.63358,-121.49925,2017-09-19
155.0,Siskiyou,41.9808,-121.9741,2017-07-29
153.0,Riverside,33.98639,-117.21314,2017-06-18
150.0,Butte,39.746790000000004,-121.67261,2017-10-09
150.0,San Luis Obispo,35.7751,-120.23656000000001,2017-07-24
150.0,San Luis Obispo,35.6871,-120.3187,2017-06-14
150.0,Madera,36.90967,-119.79315,2017-05-17
150.0,San Bernardino,34.30104,-117.45646,2017-04-30
148.0,Trinity,40.46836,-123.51619,2017-10-14
146.0,Mendocino,39.02482,-123.1362,2017-09-19
143.0,Butte,40.07613,-121.56858000000001,2017-09-28
140.0,El Dorado,38.559707,-120.70013,2017-07-26
136.0,El Dorado,38.5758,-120.915,2017-09-17
135.0,Los Angeles,34.792882,-118.85194299999999,2017-07-28
135.0,Tulare,35.8556,-118.74542,2017-06-13
134.0,Butte,39.69717,-121.75417,2017-06-16
130.0,Calaveras,38.40234,-120.52953000000001,2017-10-09
130.0,San Diego,32.6001,-116.76997,2017-09-01
130.0,San Luis Obispo,35.78286,-120.22646999999999,2017-05-02
128.0,Shasta,40.69554,-122.0122,2017-07-01
126.0,Fresno,36.5355,-120.6585,2017-04-29
125.0,Mariposa,37.62823,-120.30046000000002,2017-08-13
124.0,Tuolumne,37.90014,-120.36005,2017-07-30
122.0,Riverside,34.009026,-117.239099,2017-08-04
120.0,San Luis Obispo,35.31886,-120.50886000000001,2017-09-03
120.0,Riverside,33.882870000000004,-116.99651000000001,2017-05-25
117.0,Calaveras,38.291129999999995,-120.62177,2017-07-17
116.0,Alameda,37.7393,-121.85663000000001,2017-10-17
114.0,Napa,38.493359999999996,-122.2483,2017-08-11
111.0,Fresno,36.93332,-119.43376,2017-08-26
111.0,Butte,39.384159999999994,-121.5786,2017-06-22
105.0,San Luis Obispo,35.3024,-120.65279,2017-09-26
105.0,Riverside,33.950382,-116.884446,2017-06-15
103.0,Butte,39.76243,-121.74121000000001,2017-07-19
102.0,Fresno,36.361129999999996,-120.32685,2017-08-30
101.0,Santa Clara,37.39801,-121.8179,2017-07-11
100.0,San Diego,32.64962,-116.37345,2017-10-21
100.0,Sonoma,38.46123,-122.58152,2017-10-14
100.0,Lake,39.0199,-122.57486999999999,2017-10-14
100.0,Solano,38.43658,-121.97233,2017-10-02
100.0,Santa Clara,36.99092,-121.59898999999999,2017-09-03
100.0,Fresno,36.09486,-120.52188999999998,2017-09-03
100.0,Santa Clara,37.14653,-121.68165,2017-08-11
100.0,San Bernardino,34.19076,-117.26969,2017-07-31
99.0,San Bernardino,34.035344,-116.940661,2017-11-29
92.0,Riverside,33.57139,-116.8247,2017-08-07
91.0,Fresno,36.95104,-119.65621000000002,2017-07-05
91.0,Butte,39.52499,-121.64896999999999,2017-06-06
90.0,Madera,37.09773,-120.02027,2017-07-07
87.0,Lake,39.15016,-122.57600000000001,2017-10-06
86.0,Ventura,34.34949,-119.30918,2017-10-24
85.0,Riverside,117.337331,34.015741999999996,2017-08-31
85.0,Humboldt,40.117940000000004,-123.76098999999999,2017-08-03
85.0,San Bernardino,34.20152,-117.14466000000002,2017-07-22
85.0,Santa Clara,37.3344,-121.71752,2017-06-29
82.0,Monterey,35.86596,-120.64583999999999,2017-08-07
81.0,San Diego,33.38613,-117.46708999999998,2017-10-13
80.0,El Dorado,38.869036,-119.61865,2017-12-28
79.0,Plumas,40.13278,-120.9204,2017-09-03
79.0,Tulare,35.89423,-119.00334,2017-05-31
78.0,Santa Clara,36.96607,-121.55552,2017-07-23
78.0,Tehama,40.38944,-122.13088,2017-06-04
76.0,Nevada,39.19325,-121.08406000000001,2017-10-09
76.0,Fresno,36.8005,-119.35901000000001,2017-06-11
74.0,San Luis Obispo,35.5956,-120.56068,2017-09-26
74.0,El Dorado,38.7803,-120.97111000000001,2017-07-08
74.0,San Bernardino,34.07612,-117.06765,2017-07-07
73.0,San Luis Obispo,35.786159999999995,-120.96513999999999,2017-10-13
72.0,Riverside,33.75526,-117.25075,2017-07-18
70.0,San Luis Obispo,35.4403,-120.2913,2017-08-02
70.0,Colusa,39.012240000000006,-122.20127,2017-07-17
70.0,Santa Clara,37.25014,-121.68562,2017-07-10
70.0,Fresno,36.60736,-120.5828,2017-05-19
69.0,Fresno,36.7279,-119.28241000000001,2017-08-27
68.0,Sacramento,38.337070000000004,-121.11113,2017-06-01
67.0,Lassen,40.03392,-120.1064,2017-06-04
65.0,Stanislaus,37.82934,-120.68992,2017-06-21
63.0,Riverside,33.819759999999995,-117.18552,2017-07-28
63.0,Mariposa,37.36914,-120.0088,2017-06-15
62.0,San Diego,33.20988,-116.46988999999999,2017-08-26
62.0,Lake,38.94599,-122.81135,2017-08-08
62.0,Stanislaus,37.64898,-120.4925,2017-07-08
60.0,Tehama,40.32063,-122.83208,2017-06-18
59.0,Tulare,36.18815,-118.78928,2017-07-17
59.0,Calaveras,38.18303,-120.85322,2017-07-12
58.0,Fresno,36.7528,-119.2288,2017-10-11
58.0,Lake,39.42604,-123.03343999999998,2017-09-12
58.0,Tulare,36.644040000000004,-118.99943999999999,2017-07-18
58.0,San Luis Obispo,35.346,-120.62825,2017-07-07
57.0,Tehama,40.1583,-122.3209,2017-07-28
57.0,Fresno,36.81476,-119.51592,2017-07-04
56.0,Siskiyou,41.93006,-122.36545,2017-06-18
55.0,Solano,38.4446,-122.0041,2017-09-23
55.0,Siskiyou,41.99483,-121.90077,2017-08-29
55.0,Los Angeles,34.03941,-118.58623999999999,2017-06-29
54.0,Siskiyou,41.222,-122.292,2017-08-28
54.0,Siskiyou,41.222,-122.27498999999999,2017-08-28
54.0,Santa Clara,37.334540000000004,-121.76323000000001,2017-06-21
51.0,Santa Clara,37.44485,-121.84108,2017-07-26
50.0,Kern,35.215559999999996,-118.56578,2017-10-26
50.0,Riverside,33.8826,-117.00589,2017-10-23
50.0,Los Angeles,34.22551,-118.05545,2017-10-17
50.0,San Mateo,37.41591,-122.3001,2017-09-11
50.0,Kern,35.70639,-118.47306999999999,2017-08-05
50.0,Santa Barbara,34.72379,-120.13248999999999,2017-07-17
50.0,Yuba,39.06308,-121.303,2017-07-08
50.0,Ventura,34.20599,-118.98603,2017-07-04
50.0,Riverside,33.877390000000005,-117.16215,2017-07-03
50.0,San Diego,33.23281,-117.29508999999999,2017-06-13
48.0,Madera,36.94652,-120.90462,2017-09-20
48.0,Riverside,33.585770000000004,-116.07428999999999,2017-05-28
47.0,San Benito,36.38109,-121.00391,2017-11-25
47.0,San Luis Obispo,35.06472,-120.5634,2017-07-20
46.0,Riverside,33.6444,-117.3968,2017-08-27
46.0,San Bernardino,34.149,-117.189,2017-07-12
46.0,Siskiyou,41.8721,-122.4571,2017-06-06
45.0,Riverside,33.9885,-117.38417,2017-12-21
45.0,San Luis Obispo,35.28738,-120.44448,2017-10-09
45.0,Shasta,40.487120000000004,-121.85645,2017-04-03
44.0,Alameda,37.561809999999994,-121.56425,2017-08-27
43.0,Tehama,39.81517,-122.28165,2017-11-02
43.0,Monterey,36.17297,-120.87608999999999,2017-09-11
42.0,Monterey,35.96275,-121.08753,2017-06-29
42.0,Tehama,40.10282,-122.27378999999999,2017-06-24
42.0,Modoc,41.38247,-120.53443,2017-06-03
41.0,Siskiyou,41.99279,-122.9401,2017-08-13
41.0,Los Angeles,34.104459999999996,-118.70293999999998,2017-06-29
41.0,Kern,35.05076,-118.90003999999999,2017-05-14
40.0,Riverside,33.965140000000005,-117.4764,2017-12-04
40.0,Riverside,33.90327,-116.50151000000001,2017-11-14
40.0,San Bernardino,34.13534,-117.4982,2017-10-24
40.0,Shasta,40.70627,-122.24198999999999,2017-10-08
40.0,Kern,35.59302,-118.46734,2017-09-29
40.0,Del Norte,41.98128,-124.01168,2017-09-12
40.0,Humboldt,41.02705,-123.63721000000001,2017-08-28
40.0,Tehama,40.29831,-122.70448999999999,2017-08-26
40.0,Lake,38.86056,-122.62382,2017-07-17
40.0,Monterey,36.66684,-121.74826000000002,2017-07-16
39.0,Tuolumne,37.896778000000005,-120.50413400000001,2017-09-19
39.0,Yuba,39.065220000000004,-121.3519,2017-07-24
39.0,Solano,38.07481,-122.23003999999999,2017-06-22
38.0,Marin,37.9775,-122.65749,2017-06-27
38.0,Tuolumne,37.85137,-120.45268,2017-06-11
37.0,Shasta,40.774,-122.309,2017-10-31
36.0,Mariposa,37.65963,-120.34801999999999,2017-07-07
36.0,San Diego,33.1683,-116.77342,2017-06-25
35.0,Riverside,33.74925,-117.10301000000001,2017-09-29
35.0,Marin,38.08055,-122.77846000000001,2017-07-12
35.0,Riverside,33.993159999999996,-117.48405,2017-07-04
35.0,Sacramento,38.458220000000004,-120.92161999999999,2017-06-27
35.0,Kern,35.373509999999996,-118.84133999999999,2017-06-09
35.0,Riverside,33.96419,-117.20506999999999,2017-05-21
34.0,San Bernardino,34.21829,-117.40625,2017-12-05
34.0,Riverside,33.73547,-117.33363999999999,2017-09-10
34.0,Humboldt,40.036970000000004,-123.64214,2017-08-31
34.0,San Benito,36.855959999999996,-121.30983,2017-07-04
33.0,Riverside,33.763304,-117.314994,2017-07-07
33.0,Riverside,33.584036,-116.97203600000002,2017-06-13
33.0,Kern,35.60633,-118.4642,2017-06-04
32.0,Trinity,40.804,-123.375,2017-08-02
32.0,Trinity,40.79902,-123.39253000000001,2017-08-02
32.0,Riverside,33.626129999999996,-117.07975,2017-07-13
32.0,Monterey,35.90092,-120.93371,2017-06-16
32.0,Monterey,35.902149,-120.98368400000001,2017-06-11
31.0,Monterey,36.5858,-121.80377,2017-10-15
31.0,Fresno,36.099681,-120.443545,2017-08-23
31.0,Kern,35.60001,-118.4683,2017-05-12
30.0,Los Angeles,34.52055,-118.62881999999999,2017-08-31
30.0,Humboldt,40.27582,-123.64281000000001,2017-08-03
30.0,Riverside,33.968959999999996,-117.25411000000001,2017-07-03
29.0,El Dorado,38.77921,-120.46234,2017-10-10
29.0,Tehama,40.29118,-122.42606,2017-07-08
28.0,Butte,39.8255,-121.7127,2017-09-25
28.0,Modoc,41.4844,-120.36658999999999,2017-08-30
28.0,Del Norte,41.93323,-124.19628999999999,2017-06-26
28.0,Riverside,33.79925,-117.11658999999999,2017-06-15
27.0,Modoc,41.644690000000004,-120.31813999999999,2017-08-30
27.0,Riverside,33.82165,-116.96078999999999,2017-06-03
26.0,Yuba,39.03168,-121.40947,2017-09-26
26.0,Riverside,33.71025,-117.31924,2017-06-18
26.0,Riverside,33.94788,-116.59719,2017-06-01
25.0,San Diego,33.18716,-116.50896999999999,2017-10-15
25.0,San Luis Obispo,35.76343,-121.04445,2017-09-23
25.0,San Diego,32.59252,-116.61608999999999,2017-09-07
25.0,Shasta,40.719229999999996,-122.02525,2017-09-01
25.0,San Diego,32.7789,-116.8516,2017-06-27
25.0,Madera,37.02081,-119.95136000000001,2017-06-18
25.0,Los Angeles,34.29931,-118.37539,2017-06-03
25.0,San Diego,32.679,-116.29296000000001,2017-05-24
23.0,Riverside,33.50488,-117.02131999999999,2017-10-10
22.0,Alameda,37.77982,-122.169,2017-09-26
22.0,Calaveras,38.20176,-120.67848000000001,2017-07-05
22.0,Napa,38.68347,-122.2654,2017-06-13
21.0,San Luis Obispo,35.411120000000004,-120.00353,2017-10-20
21.0,Lake,39.01748,-122.49327,2017-09-05
21.0,Tulare,36.108579999999996,-118.81979,2017-07-05
21.0,Butte,39.364000000000004,-121.4143,2017-06-22
21.0,Shasta,0.0,0.0,2017-06-13
21.0,San Benito,36.355779999999996,-120.99552,2017-05-22
20.0,Humboldt,40.88516,-123.96843999999999,2017-10-08
20.0,Sonoma,38.51937,-123.24713,2017-10-07
20.0,Tehama,40.20077,-122.24731000000001,2017-10-03
20.0,Tuolumne,37.659859999999995,-120.31156999999999,2017-08-01
20.0,San Bernardino,34.139,-117.199,2017-07-22
20.0,Mendocino,39.13207,-123.10226999999999,2017-07-17
20.0,Riverside,33.52584,-116.85226000000002,2017-06-13
20.0,Contra Costa,37.86549,-122.2102,2017-06-05
20.0,Kings,35.983000000000004,-119.91508,2017-05-18
20.0,Monterey,35.77082,-120.92482,2017-05-14
19.0,Riverside,33.88994,-116.91023,2017-12-13
19.0,Nevada,39.06414,-121.13736999999999,2017-10-10
19.0,Riverside,33.797216,-117.12453799999999,2017-08-13
